 ,Area,Mean,Min,Max,X,Y,Slice
1,0,143,143,143,24,22,1
2,0,166,166,166,8.833,469.5,1
3,0,151,151,151,168.167,18.833,1
4,0,154,154,154,153.5,472.167,1
