X1,Y1,Flag1
159.1,301.433,0
156.571,312.214,0
155.267,319.133,0
155.155,320.81,0
159.714,336.357,0
162.534,344.603,0
163.464,347.893,0
164.017,350.293,0
170.87,360.574,0
175.463,368.241,0
176.574,370.574,0
177.429,371.857,0
180.462,386.962,0
180.94,390.54,0
181.022,392.891,0
183.286,406.643,0
183.875,409.625,0
183.875,410.875,0
185.571,409.786,0
187.688,409.938,0
187.773,408.591,0
195.5,405.731,0
196.654,404.885,0
192.5,401.25,0
194.367,393.3,0
194.676,391.676,0
194.75,390.625,0
188.711,389.921,0
183.63,386.848,0
181.738,385.452,0
181.125,384.75,0
180.227,384,0
177.773,384,0
168.792,380.5,0
167.1,379.767,0
167.318,379.409,0
165.5,368.538,0
164.152,363.63,0
160.955,357.455,0
152.409,342.545,0
150.452,338.833,0
139.717,324.5,0
135.283,319.109,0
127.763,313.921,0
114.413,307.63,0
102.562,307.312,0
92.06,306.94,0
89.5,306.935,0
89.167,307.024,0
88.14,306.86,0
88.708,306.917,0
88.083,306.958,0
85.891,308.283,0
82.773,308.455,0
81.761,308.5,0
81.25,308.5,0
72.35,306.6,0
69.22,306.14,0
59.816,304.026,0
57.5,303.86,0
47.773,307.636,0
43.214,308.405,0
41.119,308.786,0
40.357,308.833,0
44.974,321.711,0
48.3,320.6,0
64.239,319.022,0
69.333,318.833,0
71.833,318.833,0
74.154,318.423,0
83.239,318.022,0
90.463,318.204,0
92.466,318.19,0
94.62,318.14,0
99.95,316.55,0
108,314.75,0
110.208,314.292,0
110.239,314.065,0
122.667,313.792,0
129.077,312.692,0
131.26,312.78,0
145.38,317.26,0
147.875,318.417,0
154.974,330.816,0
158.111,335.778,0
159.367,338.167,0
164.143,353.143,0
165.667,358,0
166.548,359.976,0
167.289,361.658,0
173.206,373.324,0
175.5,376.885,0
176.346,378.269,0
179.654,387.192,0
181.389,391.611,0
181.667,392.5,0
181.5,399,0
181.5,401,0
181.875,402.5,0
182.5,402.5,0
183,403.5,0
183.5,404,0
186.167,401.5,0
188.929,402.786,0
189.333,402.833,0
186.8,394.9,0
187.625,390.25,0
188,389.1,0
188.5,390.5,0
183.25,384,0
182.3,382.9,0
172.409,370.5,0
171.5,368.5,0
166.667,361.667,0
163,354,0
159.1,346.3,0
159,345,0
158.167,345.5,0
152.5,338.5,0
151.3,336.9,0
150.3,335.9,0
144.167,323.5,0
141,317.5,0
141,317.2,0
141.5,308.4,0
141.5,306.4,0
141.583,305.667,0
148,301,0
148.5,300.5,0
148.5,300.5,0
148.5,300.5,0
152.5,291,0
153.5,288,0
156.3,279.9,0
160,267.5,0
161.1,263.7,0
161.5,263,0
170.045,265.227,0
172.591,264.136,0
173.4,263.7,0
175.333,254.667,0
177.5,251,0
178.5,246,0
179.7,235.4,0
179.722,232.944,0
181.5,227,0
181.833,223.5,0
181.875,223.125,0
180.773,222.045,0
180.773,222.045,0
182.9,223.4,0
182.833,225.167,0
185.944,224.722,0
187.8,228.3,0
192.5,231.625,0
193.056,232.167,0
193.214,232.5,0
187,244,0
185.346,248.654,0
185.029,249.382,0
178.559,258.971,0
177.079,261.5,0
176.125,263.062,0
174,263.417,0
165.967,271.567,0
163.444,274.056,0
162.444,275.056,0
161.722,275.944,0
154.5,290.038,0
151.7,295.033,0
150.5,297,0
141.833,311.9,0
139.25,316.7,0
138.132,318.5,0
132.125,322.562,0
123.143,322.214,0
103.3,320.1,0
101.3,319.9,0
100.3,319.9,0
85.3,319.1,0
81,319,0
71.167,319.167,0
62.786,319.357,0
58,319,0
53.5,320.75,0
47.25,321.625,0
41,322.5,0
39.5,322.5,0
39,322.5,0
38.5,321.5,0
37.5,314,0
42.7,309.3,0
43.833,306.833,0
43.833,306.833,0
44,306.5,0
55,309.5,0
59,309.5,0
65,310.5,0
74,310,0
77,310.5,0
77.5,310,0
77.5,310.25,0
80.5,312,0
82.7,312.9,0
83,313.5,0
96,315,0
102.5,316.5,0
104.9,316.7,0
112,317.167,0
112.75,317.25,0
112.7,317.1,0
113.167,317.167,0
118,321.25,0
119.5,322.333,0
126.1,325.3,0
133.1,329.3,0
134.9,330.3,0
141.853,330.088,0
144.3,331.1,0
145.286,331.929,0
151.033,333.167,0
152.033,333.5,0
152.633,333.967,0
152.167,332.833,0
150.056,324.167,0
150.184,318.658,0
150.367,317.433,0
145.735,314.676,0
143.611,312.111,0
142.944,311.611,0
145.833,304.5,0
149,296,0
149.722,294.667,0
155.333,285.75,0
160.559,277.971,0
164.265,274.676,0
173.559,267.029,0
175.735,265.5,0
176.833,264.1,0
176.962,263.885,0
174.9,267.767,0
173.5,267.735,0
168.286,276.5,0
167.346,278.423,0
165.577,282.038,0
159.767,293.833,0
160.333,292.667,0
157.433,298.7,0
157.75,297.25,0
154.132,314.553,0
153.944,317,0
153.5,315.5,0
157.7,332.3,0
156.5,329,0
159.9,337.7,0
168.167,353.833,0
168.9,354.7,0
170.9,356.7,0
177.5,365.667,0
178.5,367.3,0
178.944,374.722,0
179.5,377.6,0
179.5,377,0
179.143,382.929,0
179.125,386.125,0
179.2,387.8,0
179.136,388.045,0
180.786,393.929,0
180.5,393.5,0
180.5,394,0
183.5,407,0
184,405,0
184.5,403,0
187,404.5,0
185.25,399.25,0
191.25,390,0
191.9,389.5,0
183.1,384.7,0
178.8,380.1,0
177.318,378.045,0
178.1,378.7,0
177,377.5,0
177,377.75,0
173,374.8333333,0
169,371.9166667,0
165,369,0
164,368.5,0
165.167,369.25,0
161.318,367.773,0
159.929,366.857,0
158.167,359.611,0
159,361,0
158.5,360,0
159,361,0
158.667,360.833,0
155.767,353.233,0
155,351,0
154.423,349.962,0
154.571,350.286,0
146.029,339.382,0
143.971,336.441,0
143.278,335.389,0
142.735,333.971,0
131.667,321.889,0
130.026,320.237,0
129.029,319.735,0
125.5,317.5,0
115.816,313.974,0
113.026,313.5,0
111.109,313.109,0
95.147,312.382,0
90.25,312.25,0
88.562,312.312,0
86,312.25,0
84.812,312.438,0
76.423,312.731,0
74.786,312.857,0
73.633,312.967,0
63.423,315.346,0
61.4,316.1,0
60.773,316.5,0
56.5,316.5,0
52.591,316.773,0
52.318,316.773,0
55,316.5,0
41.7,321.1,0
40.5,321.5,0
39.625,321,0
38.75,320.5,0
37.875,320,0
37,319.5,0
37,319.5,0
37.786,317.929,0
37.5,316.7,0
38.333,314.333,0
39.167,309.667,0
39.5,308,0
39.5,309,0
47.125,308.625,0
54.75,308.25,0
62.375,307.875,0
70,307.5,0
70,307.5,0
70,307.5,0
74.5,309.75,0
79,310.5,0
79.5,310.5,0
85,312.5,0
93,313.5,0
96,313.5,0
116.5,316.5,0
120.25,317.5,0
121.5,317.75,0
134.038,316.577,0
136.833,316.333,0
137.682,316.227,0
140.346,319.038,0
142.214,319.5,0
143.967,320.7,0
153.722,330.833,0
158.722,336.5,0
162.625,340.625,0
171,350.5,0
178.167,365.833,0
181,370,0
182,372,0
182,372.5,0
188.833,379.167,0
188.643,382.357,0
194.5,396,0
194.9,396.7,0
194.833,397.333,0
185.833,397.5,0
185.278,397.056,0
184.333,403.833,0
184.25,403.5,0
184.125,404.375,0
184,404,0
179.25,397.5,0
179,397,0
177.875,387.25,0
176.5,383.643,0
176.324,382.912,0
176,382.5,0
170.167,371.567,0
168.643,368.214,0
168.571,368.143,0
160.636,361.364,0
158.5,359,0
157.5,358,0
154.324,347.147,0
153.611,345.889,0
153.5,345.125,0
147.976,336.5,0
146.111,333.222,0
145.816,332.237,0
145.595,333.024,0
134.816,324.289,0
131.794,322.147,0
131.1,321.567,0
126.1,318.9,0
115.9,315.3,0
115.5,315.5,0
107.955,313.955,0
97,313.5,0
85.3,313.1,0
83.3,313.1,0
82.3,313.1,0
70.25,313.75,0
66.3,313.9,0
67.5,313.5,0
54.5,314.5,0
48.833,315.833,0
47.833,315.167,0
40.833,317.833,0
38,318.5,0
38.1145625,318.4166875,0
38.229125,318.333375,0
38.3436875,318.2500625,0
38.45825,318.16675,0
38.5728125,318.0834375,0
38.687375,318.000125,0
38.8019375,317.9168125,0
38.9165,317.8335,0
39.0310625,317.7501875,0
39.145625,317.666875,0
39.2601875,317.5835625,0
39.37475,317.50025,0
39.4893125,317.4169375,0
39.603875,317.333625,0
39.7184375,317.2503125,0
39.833,317.167,0
39,316.5,0
38.5,316.5,0
38.833,316.667,0
39,319.5,0
37.333,320.5,0
35.833,320.833,0
36.167,320.833,0
37.9,319.3,0
37.3,314.9,0
37.125,314.5,0
37.5,314.5,0
42.357,312.071,0
43.278,310.833,0
43.722,309.833,0
44.9,308,0
45.25,307.125,0
45.25,307.125,0
47.5,309.75,0
57.409,311.864,0
59.409,312.409,0
60.417,312.583,0
73.318,310.864,0
77.955,310.318,0
79.5,310.333,0
85.929,309.786,0
94,309.5,0
95.5,309.5,0
96,309.5,0
102.312,313,0
105.974,313.921,0
106.333,314.111,0
110.3,315.05,0
109.85,315,0
110.026,314.921,0
114.562,317.75,0
117.85,320.1,0
118.119,320.119,0
130.5,324.25,0
134.413,326.283,0
135.804,326.804,0
137.31,328.167,0
146.74,335.66,0
148.357,337.119,0
156.548,344.452,0
161.375,348.625,0
163.111,350.444,0
163.447,350.868,0
164.222,351.833,0
171.125,361.625,0
171.85,362.65,0
175.735,369.206,0
178.033,373.3,0
178.633,374.567,0
181.125,385.562,0
183.423,393.423,0
183.808,395.346,0
184.25,396.5,0
184.682,397.773,0
178.808,393.885,0
177.885,393.731,0
178.429,393.714,0
178.682,395.5,0
178.955,395.773,0
177.1,391.4,0
176.6,391.1,0
176.4,391.4,0
177.5,393,0
177.611,393.944,0
179.75,395.5,0
181.278,397.722,0
181.375,398.125,0
181.4,398.1,0
181.25,398.25,0
182.214,402.786,0
182,403,0
184.333,404.667,0
184.333,404.667,0
184.1,404.3,0
191.722,399.944,0
194.333,399.167,0
197,398.5,0
197,398.5,0
194.5,394,0
194.5,393,0
193.5,393,0
186.25,381.5,0
185,379.5,0
181.9,376.7,0
178.833,373.167,0
178.833,373.167,0
174.5,373,0
169.038,369.654,0
167.3,365.9,0
161,359,0
159,356,0
154.5,348,0
148.833,337.5,0
145.1,330.3,0
141.5,324,0
137.611,317.5,0
135.917,317.833,0
130.5,313.917,0
132.333,314.5,0
129.591,313.5,0
126,314.5,0
124.25,314.75,0
105,317,0
99.3,317.1,0
96.9,317.3,0
89,319.5,0
81,320.5,0
79.167,320.833,0
78.833,319.833,0
72.5,320.25,0
72.7,320.1,0
64,320.5,0
58.643,320.357,0
53.318,320.773,0
44,321.5,0
42,321.5,0
38.5,321.833,0
40.167,320.833,0
39.9,313.1,0
39.167,311.5,0
39.1,310.6,0
39.1,310.6,0
55.333,310.417,0
59.735,309.971,0
61.808,309.731,0
75.25,310.75,0
78.438,310.812,0
85.433,311.833,0
100.7,313.05,0
100.6,313.1,0
104.944,313.444,0
121.375,318.375,0
123.75,319.375,0
124.438,320,0
136.62,325.5,0
139.227,327.227,0
139.761,327.543,0
149.727,336,0
152.214,338.119,0
155.045,341,0
165.333,350.111,0
167.6,352.2,0
168.447,353.237,0
178.577,368.731,0
181.286,372.643,0
182.192,374.115,0
182.5,374.833,0
189.955,384.045,0
191.5,386.2,0
196.278,395.389,0
196.875,396.25,0
195,395.8,0
192.643,400.5,0
192.167,401.333,0
189.5,399.5,0
188.786,399.643,0
189.333,400.833,0
186.5,404,0
186.5,404,0
183.167,403.333,0
182.875,403.25,0
183.071,403.214,0
182,388.5,0
179.269,380.192,0
178.731,378.654,0
178.9,379.1,0
179,379,0
174.3,371.9,0
173.5,370,0
173,369,0
165.409,362.227,0
163.7,360.7,0
155.833,349.5,0
155,348.5,0
153.5,346.5,0
150.143,341.571,0
141.667,330.333,0
136.773,325.045,0
126,318,0
120.25,314.875,0
103,312,0
98,311.5,0
95.7,311.1,0
86.7,310.9,0
83,310.5,0
73.3,309.1,0
57.3,308.9,0
53.3,309.1,0
51.786,309.357,0
50.9,309.8,0
49.9,309.8,0
49.25,310.25,0
40.5,312,0
38.071,312.786,0
38,313,0
43.389,316.722,0
44.3,318.8,0
44.6,319.5,0
44.808,319.731,0
44.773,319.682,0
41.167,320.167,0
39.6,320.5,0
39.773,320.5,0
39.773,320.5,0
40.269,318.808,0
38.333,317.25,0
38.5,317.136,0
38.667,317.333,0
38.423,317.115,0
38.423,317.115,0
37.833,318.917,0
39,319,0
39.367,318.967,0
46.667,321.583,0
47.227,322.591,0
47.346,321.808,0
40.346,321.192,0
39.346,321.115,0
39.591,321.227,0
39.4,321.2,0
40.75,322,0
41.5,321,0
47.5,321.167,0
48.8,321.3,0
49.75,321.5,0
49.389,321.389,0
49.955,321.5,0
52.5,318.5,0
58.3,316.9,0
59.5,316.5,0
61,316.5,0
61,316.5,0
66.75,315.75,0
67.167,315.833,0
64.9,312.6,0
65.944,310.611,0
65.75,310.625,0
65.75,310.625,0
65,311,0
54.5,307.5,0
54,307.5,0
53.833,305.833,0
54.667,306.667,0
54.667,306.667,0
47.5,308,0
44.5,307.5,0
43.08333333,308.3333333,0
41.66666667,309.1666667,0
40.25,310,0
38.83333333,310.8333333,0
37.41666667,311.6666667,0
36,312.5,0
38.333,315.667,0
37.3,319.3,0
37.5,320,0
37.3,320.3,0
42.5,319.5,0
44.1,322.5,0
43.833,322.167,0
43.833,322.167,0
44.1,322.3,0
41.3,322.1,0
41.786,321.214,0
39.4765,320.4405,0
37.167,319.667,0
38.333,320.5,0
41,322,0
41.167,321.333,0
38,318.5,0
37.875,317.875,0
37.875,317.875,0
38.167,317.944,0
43,311,0
43.333,309.667,0
43.409,308.5,0
43.833,308.583,0
43,308.667,0
37.318,310.227,0
37.864,310.409,0
44.286,308.429,0
49.346,305.885,0
59.033,305.7,0
60.5,306,0
61.042,305.125,0
61.022,305.37,0
60.735,306.029,0
64.731,309.577,0
66.184,310.132,0
66.5,310.289,0
67.05,310.6,0
71.357,308.024,0
73.69,307.214,0
74.69,307.214,0
75.237,307.184,0
83.237,307.5,0
86.711,307.395,0
87.278,307.667,0
87.786,307.69,0
91.776,306.603,0
93.808,306.577,0
103.935,309.065,0
108.022,309.109,0
109.761,309.239,0
122.595,308.881,0
128.26,308.62,0
130.643,308.738,0
141.891,307.674,0
148,306.591,0
149.738,306.548,0
162.289,294.289,0
163.214,292.357,0
172.056,273.944,0
173.5,270.3,0
173.25,271,0
176.5,258.875,0
177.833,254.5,0
179.188,241.438,0
180.038,235.885,0
180.071,234.643,0
182.5,226.5,0
183.389,224.611,0
184.214,224.071,0
188.5,226.833,0
189.6,227.4,0
189.75,226.5,0
190.333,227,0
190.357,227.357,0
192.5,230.5,0
193.929,230.786,0
193.875,230.875,0
192.5,228.333,0
192.5,229.071,0
192.357,229.786,0
194,232.5,0
193.5,232.5,0
193,232.5,0
189.5,236.625,0
187.611,243.056,0
187.5,242,0
187.5,242.5,0
186.25,246.75,0
187.5,244.75,0
187.389,244.389,0
187.25,244.125,0
183.25,249.5,0
182,250,0
181.9,250.3,0
182.071,250.214,0
181.667,250.333,0
182,250.5,0
185.389,247.722,0
185.5,247.167,0
185.682,247.136,0
183.5,252,0
183.5,251.5,0
183.5,251.5,0
177.9,264.3,0
177.1,265.7,0
176.5,266.357,0
176.286,262.286,0
168.367,267.567,0
167.382,268.324,0
165.808,269.269,0
162,278.5,0
159.357,284.071,0
156.5,289.7,0
157.214,288.071,0
151.9,308.233,0
151.269,313.808,0
151.05,315.95,0
156.188,333.75,0
158.367,339.767,0
159.577,342.423,0
163.147,347.794,0
167.786,355.5,0
168.853,357.676,0
172.967,365.3,0
180.167,378.1,0
182.167,381.833,0
182.577,382.577,0
183.062,383.875,0
184.735,389.324,0
185.5,392.062,0
185.938,392.938,0
186.143,393.857,0
179.9,389.033,0
178.562,388.5,0
177.55,388.55,0
177,388.611,0
179.9,380.2,0
179.868,378.395,0
179.125,377.25,0
173.816,369.763,0
172.447,367.921,0
170.909,366.818,0
163.667,359.167,0
162.05,357.7,0
156.024,348.738,0
153.5,345.147,0
152.5,343.444,0
146.605,330.447,0
145.5,326.75,0
145,325.929,0
144.562,324.688,0
143.625,315.562,0
143.423,313.269,0
143.5,312.143,0
143.071,314.643,0
146.808,301.346,0
146,303.5,0
146,303.5,0
153,293,0
156.7,287.9,0
158.25,286,0
162,279,0
167.5,269,0
168,267.5,0
167.9,265.3,0
172.5,255.5,0
173.5,253.25,0
179.167,250.167,0
178,252,0
182.5,248,0
187.833,239.833,0
189,238.5,0
188.833,237.833,0
189.8886667,236.8886667,0
190.9443333,235.9443333,0
192,235,0
191.9,236.1,0
187.5,247,0
186.167,249.167,0
186.167,249.167,0
182,256,0
181.1,257.7,0
180.9,260.7,0
179.1,262.7,0
179.1,262.7,0
175,269,0
173.5,272.25,0
173.1,272.7,0
173.1,273.7,0
168.75,277.25,0
167.9,278.3,0
167.7,278.7,0
167.5,277.8,0
161.5,286.5,0
161.227,287.045,0
162.5,285.25,0
159.75,289.25,0
157.5,296,0
157,297.5,0
156.75,298,0
155.571,301.857,0
155.167,303.033,0
155.265,302.441,0
154.778,314.611,0
155.222,317.389,0
155.237,319.289,0
158.864,328.409,0
162.767,336.367,0
167,348.167,0
168.955,352.227,0
169.5,353.143,0
169.7,353.767,0
169.214,357.5,0
170.75,362.65,0
171.367,364.567,0
171.667,365.5,0
174.357,369.857,0
178.1,377.3,0
178.808,378.808,0
179.357,379.857,0
184.75,388.583,0
186.147,390.912,0
186.5,391.833,0
186.7,392.233,0
186.75,392.583,0
186.833,392.917,0
188,386.583,0
188.6,385.6,0
188.773,385.591,0
188.833,385.667,0
184.045,379.773,0
184.75,382,0
183.583,379.583,0
183.786,374.5,0
183.25,372.25,0
183.214,371.786,0
176.75,364.5,0
174.1,361.3,0
173.9,360.7,0
168.682,356.045,0
165.4,351.6,0
164.5,350.577,0
162.917,349,0
162.2,347.9,0
162.2,347.9,0
159.667,340.667,0
159,339,0
158.667,338.667,0
158.1,335.3,0
157,330,0
156.5,328.7,0
155.9,326.7,0
154.5,315,0
155,307.5,0
156.9,302.3,0
164,286,0
165.9,282.3,0
170,271.5,0
173.7,262.1,0
174.167,259.167,0
175,258,0
174.9,257.3,0
175,257,0
174.5,253,0
175.357,246.5,0
178.5,238,0
181.167,229.833,0
184.167,226.5,0
185.5,225.5,0
185.5,225.5,0
188.3,226.3,0
189.167,226.167,0
188.167,226.667,0
188.357,225.786,0
187.5,226,0
187.5,226,0
187.214,227.071,0
188.5,229.357,0
188.722,229.722,0
189.333,229.833,0
190.214,229.929,0
194,230,0
194,231.25,0
194,231.25,0
193.667,231.667,0
194.056,234.056,0
194.1,234.3,0
193.6,233.5,0
195,230.25,0
195.125,230.125,0
195.3,230.4,0
195,230,0
194.929,233.214,0
195.278,233.611,0
195.8,230,0
196,230,0
196.045,229.682,0
196.75,229.083,0
196.654,229.038,0
192.962,226.5,0
187.147,229.735,0
181.763,228.342,0
180.056,228.111,0
179.971,228.147,0
179.611,228.222,0
179.222,228.167,0
178.967,228.167,0
180.611,226.556,0
180.794,226.441,0
180.929,226.571,0
180.929,226.571,0
178,227.312,0
177.567,226.9,0
177.033,226.9,0
177.929,227.143,0
184.433,223.633,0
185.5,223.5,0
185.75,225,0
189.192,225.115,0
189.9,225.3,0
190.417,225.75,0
190.278,224.389,0
190.955,224.227,0
191.409,224.045,0
191.654,227.115,0
194.567,230.7,0
194.654,231.115,0
194.833,231.333,0
195.857,233.714,0
195.857,233.714,0
194.773,234.5,0
194.409,239.773,0
194.3,239.6,0
193.115,240.192,0
190.088,247.029,0
189.357,248.5,0
189.346,248.346,0
185.625,250.125,0
184.833,251.444,0
184.625,257.938,0
183.25,262.125,0
182.441,261.206,0
181.559,261.735,0
180.929,261.262,0
177,267.682,0
176.452,269.357,0
176.136,269.682,0
179.429,267.714,0
179.382,267.382,0
179.091,267.273,0
165.143,271.857,0
162.923,272.846,0
162.038,273.038,0
151.857,289.643,0
149.654,294.038,0
148.78,296.3,0
145.962,319.192,0
145.192,327.077,0
147.1,333.02,0
156.5,365.167,0
158.74,370.62,0
159.214,372.024,0
167.891,384.587,0
174.804,394.457,0
176.543,396.935,0
178.658,399.342,0
179.25,400,0
181.722,404.167,0
186.029,410.735,0
186.567,411.367,0
186.214,410.786,0
186.167,410.7,0
183.955,413.045,0
184,413,0
183.5,415,0
182.3,413.1,0
185.289,410.079,0
186.643,409,0
189.78,408.46,0
188.7,407.38,0
196.636,402.682,0
197.761,402.413,0
198.804,401.717,0
201.556,398.111,0
201.611,398.056,0
