X1,Y1,Flag1
317.7,430.8,0
317.7,430.8,0
317.8,437.1,0
317.75,441.5,0
317.75,441.5,0
317.5,441,0
309.389,442.833,0
307.885,435.423,0
303.864,429.682,0
304.955,426.5,0
306.583,405.167,0
306.808,399.192,0
306.9,399.3,1
306.833,398.833,1
308.167,389.167,1
308.5,379,1
308.5,375,1
309.5,358,1
309.857,347.071,1
310.056,345.111,0
309.944,340.278,0
310,339.75,1
313.9,333.633,1
314.367,332.233,1
322,323.875,1
326.3,320.833,1
337.3,315.9,1
340.5,314.167,1
342.5,312.833,1
353.5,309.167,1
364,305,1
369.3,302.6,1
372.143,301.5,0
383.5,293.5,0
386.875,291.25,0
388.4,290.2,0
383.071,290.5,0
380.773,289.5,0
381.278,289.389,0
372.864,296.045,0
365.25,300.875,0
365.9,300.7,0
354.625,313.125,1
350.9,317.367,0
349.062,319.25,0
347.688,320.75,0
341.062,318.875,0
339.722,318.667,0
330,321.929,0
323.333,323.944,0
321.237,325.5,0
308.682,332.682,0
306.091,334.682,0
302.611,349.944,0
301.769,357.346,0
301.792,360.458,0
301.727,364.227,0
302.38,364.9,0
304.587,377.543,0
305.289,379.974,0
305.283,381.761,0
307.31,401.786,0
307.921,407.132,1
307.976,409.214,0
308.324,409.206,0
309.658,411.079,1
308.658,411.132,1
307.559,418.735,1
307.676,419.676,1
309.562,427.5,0
312.083,438.333,0
312.5,439.75,0
304.367,431.633,0
304.571,431.714,0
304.367,431.633,0
304.5,431.577,0
307.222,418.222,0
307.714,414.857,0
307.786,413.143,0
307.853,409.618,0
307.955,398.545,0
307.955,394.818,0
308,393,0
308.625,382.875,0
308.567,380.167,0
306.65,368.2,0
304.722,356.944,0
304.25,354.35,0
308.111,353.778,0
313.611,348.111,0
315.167,346.722,0
316.026,346.026,0
316.682,345.364,0
325.088,335.441,0
328.611,332.333,0
329.974,330.974,0
345.875,321.25,1
353.033,316.833,1
355.962,314.731,0
357.75,313.5,0
361.591,311.773,0
368.423,308.423,0
369.667,307.833,0
382.9,299.1,0
387.389,296.278,0
389.278,294.722,0
386.278,294.611,0
379.2,291,0
370,297.5,0
357.667,304.667,1
354.423,306.885,0
352.25,308.5,0
343.767,314.9,0
335.25,320.5,0
335.773,320.409,0
325.147,325.324,1
311.5,329,0
304.441,330.206,1
